item,brand,retail,release,lowestAsk,highestBid,annualHigh,annualLow,volatility,deadstockSold,pricePremium,averageDeadstockPrice,lastSale,img_path,brand_enc
adidas Gazelle Bold Pink Glow (Women's),adidas,0.10810810810810811,2022-12-14,0.0899830220713073,0.08020532563362207,0.04940003116721209,0.09538950715421304,0.22166825038996701,0.00727524535786342,0.10722225389044064,0.06566769501983254,0.08986277113767153,feetflix/adidas Gazelle Bold Pink Glow (Women's).jpg,21
Nike Zoom Vomero 5 Photon Dust Metallic Silver (Women's),Nike,0.14414414414414414,2023-03-01,0.07979626485568761,0.05293551491819057,0.03163472027427147,0.0794912559618442,0.15203611154183083,0.001799575966898061,0.0670922875220886,0.05729396209784046,0.07525453740593183,feetflix/Nike Zoom Vomero 5 Photon Dust Metallic Silver (Women's).jpg,11
adidas Yeezy Foam RNNR Stone Sage,adidas,0.08108108108108109,2022-03-11,0.0865874363327674,0.058068655758742385,0.04036153966027739,0.0906200317965024,0.10054058638846149,0.10202869062681666,0.11463261699823293,0.05993829881004849,0.06861443116423196,feetflix/adidas Yeezy Foam RNNR Stone Sage.jpg,21
Jordan 1 Mid Stealth (Women's),Jordan,0.11261261261261261,2022-12-05,0.04980192416525184,0.029194738530638434,0.01947950755804893,0.075516693163752,0.09212631087892005,0.0303320452757925,0.07108248304166905,0.04230938739532834,0.059318282425852145,feetflix/Jordan 1 Mid Stealth (Women's).jpg,8
adidas Yeezy 700 V3 Azael,adidas,0.18018018018018017,2019-12-23,0.12054329371816638,0.06897658004491498,0.1475767492597787,0.12162162162162163,0.11055978986178534,0.04125773689429949,0.06794732941914154,0.09122961657117673,0.099601593625498,feetflix/adidas Yeezy 700 V3 Azael.jpg,21
Nike Dunk Low Magma Orange (Women's),Nike,0.10810810810810811,2022-09-27,0.05659309564233164,0.04427333974975938,0.02758298270219729,0.05961844197138315,0.14897601354977993,0.014170057791608247,0.07347660035341733,0.03878360511238431,0.058432934926958835,feetflix/Nike Dunk Low Magma Orange (Women's).jpg,11
Jordan 6 Retro Cool Grey (GS) ,Jordan,0.13513513513513514,2023-02-25,0.040181097906055466,0.027269810715431504,0.02976468754869877,0.031796502384737683,0.18578863456545683,0.004578018671134973,0.05027646354671379,0.03525782282944029,0.05002213368747234,feetflix/Jordan 6 Retro Cool Grey (GS) .jpg,8
New Balance 9060 Blue Haze,New Balance,0.13513513513513514,2021-08-20,0.07866440294284098,0.06095604748155277,0.03132304815334268,0.10095389507154214,0.14664880173772218,0.002667304996067435,0.06589522886621445,0.06478624944909653,0.0681717574147853,feetflix/New Balance 9060 Blue Haze.jpg,10
Crocs Mega Crush Sandal Black,Crocs,0.06306306306306306,2023-01-12,0.02207130730050934,0.008341353865896694,0.022752064827801153,0.06279809220985692,0.09714253907290561,0.00034623670622029203,0.062076041726044584,0.021154693697664168,0.021248339973439577,feetflix/Crocs Mega Crush Sandal Black.jpg,6
Jordan 4 Retro Lightning (2021),Jordan,0.1981981981981982,2021-08-28,0.144878324844369,0.08822585819698428,0.09537166900420757,0.16375198728139906,0.15973207907749112,0.05744109701467018,0.10414410306105,0.1128250330542089,0.17308543603364318,feetflix/Jordan 4 Retro Lightning (2021).jpg,8
Nike Dunk Low SE Fleece Pack Honeydew (Women's),Nike,0.10810810810810811,2022-11-16,0.05602716468590832,0.032082130253448825,0.02976468754869877,0.08426073131955486,0.11297712149344445,0.019043018842116063,0.06680727355640427,0.041427941824592335,0.05223550243470562,feetflix/Nike Dunk Low SE Fleece Pack Honeydew (Women's).jpg,11
Jordan 4 Retro Messy Room (GS),Jordan,0.12612612612612611,2022-11-05,0.046406338426711935,0.027269810715431504,0.09568334112513636,0.08108108108108109,0.08292348694786701,0.012605580822761002,0.05432366185943112,0.045394446892904367,0.05002213368747234,feetflix/Jordan 4 Retro Messy Room (GS).jpg,8
Jordan 1 Retro Low OG Doernbecher (2023),Jordan,0.10810810810810811,2023-02-25,0.11205432937181664,0.08020532563362207,0.07339878447872838,0.14467408585055644,0.31803946983040243,0.005462845809253497,0.10767827623553555,0.08329660643455267,0.0903054448871182,feetflix/Jordan 1 Retro Low OG Doernbecher (2023).jpg,8
Nike Air Foamposite One Penny PE,Nike,0.21621621621621623,2023-04-07,0.10299943406904358,0.06897658004491498,0.051581736013713575,0.1550079491255962,0.09966456873027801,0.001175494990254078,0.05711679872313744,0.08946672542970473,0.10225763612217796,feetflix/Nike Air Foamposite One Penny PE.jpg,11
Jordan 11 Retro Low Cement Grey,Jordan,0.17117117117117117,2023-04-01,0.10922467458970006,0.08020532563362207,0.044101605111422776,0.14308426073131955,0.07598558613002965,0.0002949423793728413,0.0623610556917289,0.09211106214191274,0.08543603364320496,feetflix/Jordan 11 Retro Low Cement Grey.jpg,8
Jordan 1 Mid Diamond Shorts,Jordan,0.10810810810810811,2022-02-09,0.06112054329371816,0.04972730189284569,0.03599812996727443,0.04769475357710652,0.18771560835516748,0.08398163663098861,0.06538220372798267,0.05244601145879242,0.05090748118636565,feetflix/Jordan 1 Mid Diamond Shorts.jpg,8
UGG Classic Ultra Mini Chestnut (Women's),UGG,0.12612612612612611,2021-11-01,0.044708545557442,0.029194738530638434,0.03225806451612903,0.01987281399046105,0.14618760030799774,0.07527869917587114,0.05107450265062989,0.05817540766857647,0.04648074369189907,feetflix/UGG Classic Ultra Mini Chestnut (Women's).jpg,18
Jordan 1 Retro High OG Brotherhood,Jordan,0.15315315315315314,2022-02-24,0.042444821731748725,0.027269810715431504,0.05734767025089606,0.075516693163752,0.13347672986981662,0.06120268098348323,0.03556974291740296,0.04451300132216836,0.0398406374501992,feetflix/Jordan 1 Retro High OG Brotherhood.jpg,8
Nike Dunk Low Medium Olive (Women's),Nike,0.0990990990990991,2022-09-09,0.08432371250707414,0.06256015399422521,0.05267258843696432,0.10015898251192369,0.08362059025831256,0.06033495195431385,0.11178247734138974,0.06390480387836052,0.08499335989375831,feetflix/Nike Dunk Low Medium Olive (Women's).jpg,11
Jordan 3 Retro Dark Iris,Jordan,0.18018018018018017,2022-08-24,0.09620826259196379,0.04908565928777671,0.07869721053451768,0.06438791732909381,0.05330057212832532,0.05065314776185754,0.054665678618252306,0.07095636844424857,0.0787959274015051,feetflix/Jordan 3 Retro Dark Iris.jpg,8
Converse Chuck Taylor All-Star 70 Hi Comme des Garcons PLAY Black,Converse,0.11261261261261261,2019-03-30,0.038483305036785515,0.04491498235482836,0.0347514414835593,0.05961844197138315,0.17948422306775816,0.042193858359265465,0.05449467023884171,0.04230938739532834,0.043382027445772464,feetflix/Converse Chuck Taylor All-Star 70 Hi Comme des Garcons PLAY Black.jpg,5
Nike Air Force 1 Low SP Supreme Wheat,Nike,0.13513513513513514,2021-11-05,0.07809847198641766,0.08341353865896696,0.12014960261804583,0.08346581875993642,0.44629985249506,0.029353178538453647,0.06509718976229836,0.06610841780520053,0.06728640991589199,feetflix/Nike Air Force 1 Low SP Supreme Wheat.jpg,11
Nike Air VaporMax Plus Triple Red,Nike,0.18018018018018017,2020-02-14,0.043576683644595354,0.03849855630413859,0.04940003116721209,0.027821939586645472,0.20009250534423784,0.007715521663304039,0.03186456136350682,0.05420890260026444,0.043382027445772464,feetflix/Nike Air VaporMax Plus Triple Red.jpg,11
Nike Dunk Low Retro Green Glow,Nike,0.10810810810810811,2023-01-12,0.038483305036785515,0.019890920757138275,0.01916783543712015,0.06756756756756757,0.0,0.004381390418219745,0.048167360200649836,0.028646981048920227,0.03497122620628597,feetflix/Nike Dunk Low Retro Green Glow.jpg,11
Nike Air Force 1 '07 Low White Swoosh Panda,Nike,0.11711711711711711,2023-01-31,0.02999434069043577,0.023099133782483156,0.020102851799906497,0.05961844197138315,0.07955327075307037,0.002586088978558971,0.03710881833209828,0.02996914940502424,0.027888446215139445,feetflix/Nike Air Force 1 '07 Low White Swoosh Panda.jpg,11
Jordan 1 Mid Light Smoke Grey Anthracite,Jordan,0.10810810810810811,2022-04-07,0.05206564799094511,0.03721527109400064,0.0327255726975222,0.06756756756756757,0.1417001634084376,0.053893239407721505,0.07444564783674401,0.05729396209784046,0.059318282425852145,feetflix/Jordan 1 Mid Light Smoke Grey Anthracite.jpg,8
Jordan 1 Mid SE Light Iron Ore (Women's),Jordan,0.10810810810810811,2022-02-08,0.035653650254668934,0.030157202438241895,0.02103786816269285,0.0492845786963434,0.16975525842520917,0.022723386793420647,0.05067548309867184,0.03966505068312032,0.03718459495351926,feetflix/Jordan 1 Mid SE Light Iron Ore (Women's).jpg,8
Nike Air Max Terrascape Plus Black Anthracite,Nike,0.16666666666666666,2022-10-10,0.044142614601018676,0.017324350336862367,0.03553062178588125,0.075516693163752,0.2469985461552632,0.011186437779981533,0.03357464515761273,0.055971793741736456,0.04161133244798584,feetflix/Nike Air Max Terrascape Plus Black Anthracite.jpg,11
New Balance 2002R Off White,New Balance,0.10810810810810811,2022-09-02,0.038483305036785515,0.03529034327879371,0.08555399719495091,0.05961844197138315,0.20544270698733416,0.0077839140991006394,0.07347660035341733,0.03878360511238431,0.058432934926958835,feetflix/New Balance 2002R Off White.jpg,10
Nike Air Max Plus Black Silver White,Nike,0.15765765765765766,2022-07-01,0.05489530277306169,0.0356111645813282,0.05220508025557115,0.08108108108108109,0.0,0.006386143692507609,0.05398164510060994,0.060379021595416485,0.06640106241699867,feetflix/Nike Air Max Plus Black Silver White.jpg,11
Nike KD 3 All-Star (2023),Nike,0.11711711711711711,2023-02-10,0.05263157894736842,0.03881937760667308,0.0492441951067477,0.05087440381558029,0.0971319367411878,0.0043087234551858564,0.05637576241235821,0.055531070956368445,0.04736609119079238,feetflix/Nike KD 3 All-Star (2023).jpg,11
Nike Dunk High LXX Black Flax (Women's),Nike,0.10810810810810811,2022-11-19,0.02886247877758914,0.019249278152069296,0.022440392706872373,0.04372019077901431,0.2917761688739396,0.0034409944260164822,0.032662600467422906,0.03481710004407228,0.020805666223992915,feetflix/Nike Dunk High LXX Black Flax (Women's).jpg,11
Jordan 1 Low Lucky Green,Jordan,0.0990990990990991,2023-04-04,0.045274476513865305,0.025665704202759064,0.017453638772011844,0.08346581875993642,0.06908744405613405,0.0007779639571863352,0.06104999144958104,0.0374614367562803,0.04161133244798584,feetflix/Jordan 1 Low Lucky Green.jpg,8
Nike Air Max 90 Terrascape Sail Sea Glass,Nike,0.12612612612612611,2021-10-28,0.03225806451612903,0.020853384664741736,0.038335670874240294,0.05405405405405406,0.1656468548845605,0.04551089149540061,0.06481217579661404,0.03481710004407228,0.06153165117308544,feetflix/Nike Air Max 90 Terrascape Sail Sea Glass.jpg,11
Nike Air Force 1 Mid Off-White Black,Nike,0.16666666666666666,2022-06-23,0.05149971703452179,0.04331087584215592,0.05719183419043167,0.06359300476947537,0.18908728502115826,0.03921023834763875,0.0475973322692812,0.06743058616130454,0.06153165117308544,feetflix/Nike Air Force 1 Mid Off-White Black.jpg,11
Jordan 1 Retro Low OG Black Dark Powder Blue,Jordan,0.11711711711711711,2022-07-29,0.04980192416525184,0.04010266281681103,0.06482780115318686,0.075516693163752,0.10974075973658508,0.037205485073350884,0.07832183777005074,0.0493609519612164,0.06949977866312528,feetflix/Jordan 1 Retro Low OG Black Dark Powder Blue.jpg,8
Crocs Pollex Clog by Salehe Bembury Kuwata,Crocs,0.07657657657657657,2022-10-22,0.01584606677985286,0.019249278152069296,0.03163472027427147,0.03577106518282989,0.31328829992936197,0.020996477789556475,0.04731231830359688,0.01586602027324813,0.019477644975652943,feetflix/Crocs Pollex Clog by Salehe Bembury Kuwata.jpg,6
Common Projects Original Achilles White,Common Projects,0.3738738738738739,2004-01-01,0.10299943406904358,0.05293551491819057,0.06420445691132928,0.13910969793322736,0.11337868480725624,0.013759703176828642,0.02251610328906117,0.0863816659321287,0.07702523240371846,feetflix/Common Projects Original Achilles White.jpg,4
Jordan 12 Retro Playoffs (2022),Jordan,0.1891891891891892,2022-03-11,0.05432937181663837,0.06416426050689765,0.04456911329281596,0.08823529411764706,0.12725713702586042,0.07016636460007522,0.04793934902810238,0.07712648743940062,0.07259849490925188,feetflix/Jordan 12 Retro Playoffs (2022).jpg,8
Nike Dunk Low Championship Court Purple,Nike,0.09009009009009009,2022-05-05,0.07413695529145445,0.05133140840551813,0.04004986753934861,0.10651828298887123,0.1197215297574319,0.0663962315767876,0.10482813657869236,0.06434552666372852,0.0703851261620186,feetflix/Nike Dunk Low Championship Court Purple.jpg,11
Jordan 1 Mid Lakers (2022),Jordan,0.11261261261261261,2022-09-17,0.030560271646859084,0.028873917228103944,0.02773881876266168,0.06279809220985692,0.2315005877667646,0.01503778682077762,0.034258678675255096,0.03305420890260026,0.023461708720672866,feetflix/Jordan 1 Mid Lakers (2022).jpg,8
New Balance 9060 Sea Salt White,New Balance,0.13513513513513514,2023-01-14,0.06112054329371816,0.04940648059031119,0.03179055633473586,0.08823529411764706,0.2153346824800444,0.0027869917587114864,0.06965741321324746,0.060819744380784496,0.07259849490925188,feetflix/New Balance 9060 Sea Salt White.jpg,10
Nike Dunk Low LX Pink Foam (Women's),Nike,0.10810810810810811,2022-12-10,0.048104131295981886,0.024382418992621106,0.0364656381486676,0.08267090620031797,0.06425145550135114,0.002586088978558971,0.05398164510060994,0.04010577346848833,0.040283311199645865,feetflix/Nike Dunk Low LX Pink Foam (Women's).jpg,11
adidas Yeezy Slide Ochre,adidas,0.05405405405405406,2021-12-13,0.03678551216751556,0.03496952197625922,0.026803802399875332,0.05166931637519873,0.14373316051532634,0.10045993913073213,0.12859830131676453,0.035698545614808286,0.04692341744134573,feetflix/adidas Yeezy Slide Ochre.jpg,21
Jordan 1 Mid Split Black White (Women's),Jordan,0.12162162162162163,2022-09-22,0.044142614601018676,0.03368623676612127,0.027115474520804112,0.07154213036565978,0.17908398504541112,0.05924922203604281,0.06714929031522546,0.041868664609960346,0.06108897742363878,feetflix/Jordan 1 Mid Split Black White (Women's).jpg,8
Nike Dunk Low Venice (Women's),Nike,0.09009009009009009,2022-02-02,0.0758347481607244,0.04812319538017325,0.03584229390681004,0.001589825119236884,0.1263161800859054,0.05559877577539924,0.10437211423359746,0.06478624944909653,0.0703851261620186,feetflix/Nike Dunk Low Venice (Women's).jpg,11
Jordan 1 Retro High White University Blue Black,Jordan,0.15315315315315314,2021-03-06,0.17034521788341822,0.12287455887070901,0.1040984883902135,0.17885532591414946,0.24369061865930866,0.04919553397394248,0.10266203043949154,0.1599823710885853,0.12793271359008412,feetflix/Jordan 1 Retro High White University Blue Black.jpg,8
Nike SB Dunk Low Adobe,Nike,0.0990990990990991,2023-02-22,0.043576683644595354,0.0381777350016041,0.033816425120772944,0.05246422893481718,0.10241984968544207,0.011562596176862838,0.0739896254916491,0.03878360511238431,0.052678176184152284,feetflix/Nike SB Dunk Low Adobe.jpg,11
Nike Dunk Low Velvet Teal (Women's),Nike,0.0990990990990991,2022-11-30,0.034521788341822304,0.025665704202759064,0.040205703599813,0.0699523052464229,0.16181676255150415,0.008681564818931025,0.04651427919968079,0.040546496253856326,0.029216467463479417,feetflix/Nike Dunk Low Velvet Teal (Women's).jpg,11
Jordan 1 Retro Low OG SP Travis Scott Reverse Mocha,Jordan,0.13513513513513514,2022-07-21,0.502546689303905,0.3817773500160411,0.584385226741468,0.6208267090620032,0.23420418235480436,0.04103118695072325,0.3432708202701933,0.5046275892463641,0.39132359451084553,feetflix/Jordan 1 Retro Low OG SP Travis Scott Reverse Mocha.jpg,8
New Balance 2002R Protection Pack Mirage Grey,New Balance,0.13513513513513514,2022-04-01,0.05432937181663837,0.04812319538017325,0.07137291569269129,0.0794912559618442,0.14142582807523946,0.02611308689258968,0.071937524938722,0.05332745702952843,0.07569721115537849,feetflix/New Balance 2002R Protection Pack Mirage Grey.jpg,10
Nike Air Force 1 Low Triple Red,Nike,0.0990990990990991,2020-02-01,0.03338992642897566,0.028873917228103944,0.02960885148823438,0.029411764705882356,0.21026676791893456,0.019602981910200733,0.04862338254574475,0.02996914940502424,0.030987162461266045,feetflix/Nike Air Force 1 Low Triple Red.jpg,11
Jordan 1 Mid Knicks,Jordan,0.11261261261261261,2023-02-17,0.03791737408036219,0.025665704202759064,0.024154589371980676,0.06359300476947537,0.1503105820547584,0.00386417262250795,0.05067548309867184,0.03261348611723226,0.03939796370075255,feetflix/Jordan 1 Mid Knicks.jpg,8
New Balance 550 UNC White Dusk Blue (Women's),New Balance,0.0990990990990991,2023-01-08,0.04074702886247879,0.028873917228103944,0.026336294218482156,0.06756756756756757,0.2057249940693207,0.0026459323598809967,0.053810636721199345,0.036579991185544294,0.035413899955732624,feetflix/New Balance 550 UNC White Dusk Blue (Women's).jpg,10
Nike Dunk Low South Beach (Women's),Nike,0.0990990990990991,2023-03-01,0.06338426711941143,0.04523580365736285,0.02976468754869877,0.09538950715421304,0.11152857792249961,0.0017140854221523098,0.10146497178361741,0.050683120317320404,0.07613988490482515,feetflix/Nike Dunk Low South Beach (Women's).jpg,11
Nike Air Max Plus Triple Black,Nike,0.13513513513513514,2017-12-20,0.05376344086021505,0.025986525505293553,0.024466261492909456,0.07313195548489666,0.12322692568163053,0.027258660192182742,0.05557772330844212,0.045394446892904367,0.05621956617972554,feetflix/Nike Air Max Plus Triple Black.jpg,11
Nike Air Max 270 Triple Black,Nike,0.14414414414414414,2018-03-16,0.03282399547255235,0.016041065126724416,0.020570359981299673,0.04372019077901431,0.05303153796098607,0.012588482713811851,0.02929943567234795,0.02908770383428823,0.0283311199645861,feetflix/Nike Air Max 270 Triple Black.jpg,11
Jordan 6 Retro Chrome Metallic Silver (GS),Jordan,0.13513513513513514,2022-11-26,0.042444821731748725,0.029515559833172923,0.025089605734767022,0.07631160572337044,0.19016607227344476,0.00926717505043942,0.0411560166448156,0.046275892463640375,0.03939796370075255,feetflix/Jordan 6 Retro Chrome Metallic Silver (GS).jpg,8
Nike PG 6 What The,Nike,0.0990990990990991,2022-12-03,0.041312959818902095,0.03689444979146615,0.04940003116721209,0.07154213036565978,0.0,0.006253633348151695,0.052727583651598936,0.04275011018069634,0.03452855245683931,feetflix/Nike PG 6 What The.jpg,11
Nike Epic Phantom React Flyknit Black White,Nike,0.13513513513513514,2019-05-02,0.021505376344086027,0.006416426050689764,0.033816425120772944,0.04769475357710652,0.08756995882319418,0.005868925896795814,0.03813486860856183,0.026443367122080213,0.035856573705179286,feetflix/Nike Epic Phantom React Flyknit Black White.jpg,11
Nike Air Dunk Jumbo Mint Foam,Nike,0.10810810810810811,2023-03-01,0.043010752688172046,0.024061597690086617,0.03537478572541686,0.07233704292527822,0.23820391199534557,0.0019962042198132884,0.04309411161146897,0.0374614367562803,0.030101814962372735,feetflix/Nike Air Dunk Jumbo Mint Foam.jpg,11
Nike Dunk Low Retro White Grey,Nike,0.0990990990990991,2022-09-14,0.05376344086021505,0.03753609239653513,0.037712326632382734,0.08108108108108109,0.13378154690670344,0.04497657559073966,0.07273556404263809,0.045394446892904367,0.05179282868525896,feetflix/Nike Dunk Low Retro White Grey.jpg,11
Jordan 4 Retro Infrared (GS),Jordan,0.14414414414414414,2022-06-15,0.07526881720430108,0.05453962143086301,0.04098488390213495,0.06756756756756757,0.09788337700168709,0.04374978627363813,0.07455965342301774,0.06346408109299251,0.08455068614431165,feetflix/Jordan 4 Retro Infrared (GS).jpg,8
Jordan 1 Low Bred Toe (GS),Jordan,0.06756756756756757,2021-12-08,0.03338992642897566,0.015078601219120948,0.011843540595293751,0.05405405405405406,0.08300300443575054,0.03662842389631707,0.07045545231716355,0.0251211987659762,0.028773793714032755,feetflix/Jordan 1 Low Bred Toe (GS).jpg,8
Jordan 1 Low OG Bleached Coral,Jordan,0.11711711711711711,2022-07-02,0.05149971703452179,0.05453962143086301,0.055477637525323364,0.075516693163752,0.15787799631834032,0.03635485415313066,0.04982044120161889,0.04759806081974438,0.04072598494909252,feetflix/Jordan 1 Low OG Bleached Coral.jpg,8
Nike Blazer Low Off-White Black Electro Green,Nike,0.12612612612612611,2022-04-08,0.013016411997736278,0.024061597690086617,0.05391927692067945,0.03259141494435612,0.15783823757439855,0.03544010532435113,0.0392749244712991,0.04803878360511239,0.033643204957945996,feetflix/Nike Blazer Low Off-White Black Electro Green.jpg,11
Nike LeBron 20 The Debut,Nike,0.18018018018018017,2022-12-12,0.05432937181663837,0.03144048764837985,0.051425899953249185,0.09697933227344993,0.26385757887803474,0.006510104982388948,0.0392749244712991,0.06743058616130454,0.054891544931385566,feetflix/Nike LeBron 20 The Debut.jpg,11
Jordan 1 Low Desert (Women's),Jordan,0.0990990990990991,2022-12-23,0.037351443123938885,0.027269810715431504,0.020258687860370887,0.06438791732909381,0.19481254414877192,0.0017055363676777347,0.05016245796044007,0.03349493168796827,0.032315183709606024,feetflix/Jordan 1 Low Desert (Women's).jpg,8
New Balance 327 Sea Salt Black (Women's),New Balance,0.08558558558558559,2022-08-19,0.043010752688172046,0.024061597690086617,0.02524544179523142,0.057233704292527825,0.08406986406485448,0.0016285948774065588,0.07826483497691387,0.04319083296606435,0.04648074369189907,feetflix/New Balance 327 Sea Salt Black (Women's).jpg,10
New Balance 2002R Protection Pack Grey,New Balance,0.15315315315315314,2023-02-14,0.06677985285795134,0.03529034327879371,0.033816425120772944,0.12003179650238474,0.0,0.00041035461477960535,0.053012597617283254,0.06875275451740856,0.06241699867197875,feetflix/New Balance 2002R Protection Pack Grey.jpg,10
Jordan 6 Retro Midnight Navy (2022),Jordan,0.17117117117117117,2022-05-11,0.06338426711941143,0.04170676932948347,0.06872370266479663,0.08505564387917329,0.14278822770097715,0.05829600246212769,0.06498318417602464,0.06302335830762451,0.08942009738822487,feetflix/Jordan 6 Retro Midnight Navy (2022).jpg,8
Jordan 1 Retro High Shadow 2.0,Jordan,0.15315315315315314,2021-05-15,0.10582908885116016,0.06416426050689765,0.055789309646252144,0.143879173290938,0.11912779918123492,0.027698936497623363,0.07986091318474606,0.09343323049801676,0.09783089862771138,feetflix/Jordan 1 Retro High Shadow 2.0.jpg,8
New Balance 550 White Blue,New Balance,0.0990990990990991,2020-12-01,0.022637238256932656,0.014436958614051972,0.044101605111422776,0.044515103338632754,0.27692097684583283,0.022449817050234244,0.03670979878014023,0.035698545614808286,0.020805666223992915,feetflix/New Balance 550 White Blue.jpg,10
Jordan 1 Mid SE Pastel Vivid Green Grind (GS),Jordan,0.0990990990990991,2022-03-25,0.028296547821165818,0.011870388193776064,0.013869409381330841,0.04689984101748808,0.13345022404052212,0.01798293608726875,0.05438066465256798,0.026443367122080213,0.03629924745462594,feetflix/Jordan 1 Mid SE Pastel Vivid Green Grind (GS).jpg,8
Nike Dunk Low Dark Driftwood (Women's),Nike,0.0990990990990991,2022-11-22,0.038483305036785515,0.024061597690086617,0.0182328190743338,0.05643879173290938,0.09831674731065229,0.017978661560031462,0.048110357407512974,0.035698545614808286,0.03054448871181939,feetflix/Nike Dunk Low Dark Driftwood (Women's).jpg,11
Nike Air Force 1 Low College Pack Midnight Navy,Nike,0.11711711711711711,2022-09-24,0.034521788341822304,0.030478023740776385,0.02773881876266168,0.06359300476947537,0.1833447971045032,0.005497042027151797,0.04412016188793252,0.04275011018069634,0.03497122620628597,feetflix/Nike Air Force 1 Low College Pack Midnight Navy.jpg,11
New Balance 327 Moonbeam Outerspace (Women's),New Balance,0.08108108108108109,2021-02-01,0.03225806451612903,0.021815848572345205,0.03973819541841982,0.06677265500794913,0.21783285689105178,0.005407276955168758,0.07347660035341733,0.0361392684001763,0.0398406374501992,feetflix/New Balance 327 Moonbeam Outerspace (Women's).jpg,10
Nike Dunk Low Active Fuchsia (PS),Nike,0.06756756756756757,2023-03-01,0.024335031126202607,0.00898299647096567,0.008570983325541529,0.0397456279809221,0.0,0.0024193824163047566,0.05141651940945107,0.014984574702512122,0.017706949977866315,feetflix/Nike Dunk Low Active Fuchsia (PS).jpg,11
Jordan 1 Mid Purple Mocha,Jordan,0.11261261261261261,2022-04-01,0.02603282399547255,0.018286814244465828,0.03880317905563348,0.05961844197138315,0.0826199952024449,0.001038710118660876,0.04793934902810238,0.03349493168796827,0.036741921204072596,feetflix/Jordan 1 Mid Purple Mocha.jpg,8
Jordan 11 Retro Low 72-10,Jordan,0.17117117117117117,2022-05-14,0.07696661007357103,0.05453962143086301,0.050958391771856015,0.0739268680445151,0.0964692910088251,0.08081421194815852,0.05666077637804253,0.06478624944909653,0.07702523240371846,feetflix/Jordan 11 Retro Low 72-10.jpg,8
Nike Blazer Mid 77 White Black (W),Nike,0.09009009009009009,2020-04-01,0.014714204867006229,0.010587102983638113,0.010752688172043012,0.031796502384737683,0.1684418945836663,0.03692336627568991,0.030154477569400907,0.012340237990304096,0.01239486498450642,feetflix/Nike Blazer Mid 77 White Black (W).jpg,11
Jordan 1 Retro High Silver Toe (W),Jordan,0.15315315315315314,2021-02-19,0.07074136955291455,0.05486044273339749,0.05391927692067945,0.08505564387917329,0.3101738649872573,0.018059877577539924,0.04833836858006043,0.06875275451740856,0.05621956617972554,feetflix/Jordan 1 Retro High Silver Toe (W).jpg,8
Nike Air Max 1 PRM Duck Pecan Yellow Ochre,Nike,0.14414414414414414,2022-12-20,0.02999434069043577,0.032082130253448825,0.06700950599968833,0.06756756756756757,0.23951462525395897,0.011900283828608554,0.03710881833209828,0.04319083296606435,0.038069942452412575,feetflix/Nike Air Max 1 PRM Duck Pecan Yellow Ochre.jpg,11
Nike Dunk Low Light Iron Ore (Women's),Nike,0.10810810810810811,2022-11-03,0.05206564799094511,0.032723772858517804,0.020570359981299673,0.075516693163752,0.09312955651771716,0.010241767260540983,0.04879439092515534,0.03834288232701631,0.035856573705179286,feetflix/Nike Dunk Low Light Iron Ore (Women's).jpg,11
Nike Dunk Low Retro PRM Year of the Rabbit White Rabbit (2023),Nike,0.11711711711711711,2023-01-18,0.05942275042444822,0.03914019890920757,0.03849150693470468,0.09538950715421304,0.08076061127743518,0.009801490955100365,0.06162001938094967,0.059497576024680476,0.052678176184152284,feetflix/Nike Dunk Low Retro PRM Year of the Rabbit White Rabbit (2023).jpg,11
Nike Air Force 1 Low ValentineÕs Day (2023) (Women's),Nike,0.13513513513513514,2023-02-14,0.07866440294284098,0.11870388193776067,0.06030855539971949,0.109697933227345,0.2511983948069779,0.008942310980405566,0.08829732656900188,0.06743058616130454,0.09428950863213811,feetflix/Nike Air Force 1 Low ValentineÕs Day (2023) (Women's).jpg,11
Jordan 1 Low SE Craft Taupe Haze,Jordan,0.11711711711711711,2023-01-14,0.042444821731748725,0.025986525505293553,0.019947015739442107,0.07154213036565978,0.14288232339497264,0.00454809698047396,0.04805335461437611,0.03702071397091229,0.038955289951305885,feetflix/Jordan 1 Low SE Craft Taupe Haze.jpg,8
Jordan 3 Retro White Cement Reimagined (PS),Jordan,0.08108108108108109,2023-03-11,0.023769100169779293,0.009945460378569134,0.04004986753934861,0.055643879173290944,0.14006210315803702,0.0010558082276100264,0.057230804309411167,0.02247686205376818,0.028773793714032755,feetflix/Jordan 3 Retro White Cement Reimagined (PS).jpg,8
Jordan 1 Retro High OG Bleached Coral,Jordan,0.16216216216216217,2022-07-02,0.11148839841539332,0.06897658004491498,0.1458625525946704,0.09936406995230525,0.1871404318594767,0.13759703176828642,0.06811833779855214,0.07933010136624064,0.0880920761398849,feetflix/Jordan 1 Retro High OG Bleached Coral.jpg,8
Nike Dunk Low Triple Pink (GS),Nike,0.07657657657657657,2022-06-01,0.08205998868138087,0.08020532563362207,0.0546984572230014,0.08346581875993642,0.20277091939444783,0.07939079437814177,0.17876075927720458,0.061701189951520505,0.10624169986719788,feetflix/Nike Dunk Low Triple Pink (GS).jpg,11
